week_start_date,product_id,store_id,region,units_sold,revenue,promotion_flag,promotion_type,discount_pct
2024-04-08,BEV-005,STR-026,East,54,69.66,False,,0.0
2024-04-15,BEV-005,STR-026,East,57,73.53,False,,0.0
2024-04-22,BEV-005,STR-026,East,47,60.63,False,,0.0
2024-04-29,BEV-005,STR-026,East,64,82.56,False,,0.0
2024-05-06,BEV-005,STR-026,East,51,65.79,False,,0.0
2024-05-13,BEV-005,STR-026,East,50,64.5,False,,0.0
2024-05-20,BEV-005,STR-026,East,53,68.37,False,,0.0
2024-05-27,BEV-005,STR-026,East,50,64.5,False,,0.0
2024-06-03,BEV-005,STR-026,East,64,82.56,False,,0.0
2024-06-10,BEV-005,STR-026,East,66,85.14,False,,0.0
2024-01-01,BEV-005,STR-027,East,50,64.5,False,,0.0
2024-01-08,BEV-005,STR-027,East,62,79.98,False,,0.0
2024-01-15,BEV-005,STR-027,East,58,74.82,False,,0.0
2024-01-22,BEV-005,STR-027,East,69,89.01,False,,0.0
2024-01-29,BEV-005,STR-027,East,62,79.98,False,,0.0
2024-02-05,BEV-005,STR-027,East,55,70.95,False,,0.0
2024-02-12,BEV-005,STR-027,East,53,68.37,False,,0.0
2024-02-19,BEV-005,STR-027,East,59,76.11,False,,0.0
2024-02-26,BEV-005,STR-027,East,70,90.3,False,,0.0
2024-03-04,BEV-005,STR-027,East,60,77.4,False,,0.0
2024-03-11,BEV-005,STR-027,East,69,89.01,False,,0.0
2024-03-18,BEV-005,STR-027,East,60,77.4,False,,0.0
2024-03-25,BEV-005,STR-027,East,63,81.27,False,,0.0
2024-04-01,BEV-005,STR-027,East,68,87.72,False,,0.0
2024-04-08,BEV-005,STR-027,East,74,95.46,False,,0.0
2024-04-15,BEV-005,STR-027,East,92,97.32,True,Price Cut,0.18
2024-04-22,BEV-005,STR-027,East,123,80.92,True,BOGO,0.49
2024-04-29,BEV-005,STR-027,East,131,86.18,True,BOGO,0.49
2024-05-06,BEV-005,STR-027,East,71,91.59,False,,0.0
2024-05-13,BEV-005,STR-027,East,61,78.69,False,,0.0
2024-05-20,BEV-005,STR-027,East,65,83.85,False,,0.0
2024-05-27,BEV-005,STR-027,East,82,105.78,False,,0.0
2024-06-03,BEV-005,STR-027,East,80,103.2,False,,0.0
2024-06-10,BEV-005,STR-027,East,81,104.49,False,,0.0
2024-01-01,BEV-005,STR-028,East,43,55.47,False,,0.0
2024-01-08,BEV-005,STR-028,East,49,63.21,False,,0.0
2024-01-15,BEV-005,STR-028,East,49,63.21,False,,0.0
2024-01-22,BEV-005,STR-028,East,55,70.95,False,,0.0
2024-01-29,BEV-005,STR-028,East,45,58.05,False,,0.0
2024-02-05,BEV-005,STR-028,East,46,59.34,False,,0.0
2024-02-12,BEV-005,STR-028,East,48,61.92,False,,0.0
2024-02-19,BEV-005,STR-028,East,52,67.08,False,,0.0
2024-02-26,BEV-005,STR-028,East,56,72.24,False,,0.0
2024-03-04,BEV-005,STR-028,East,46,59.34,False,,0.0
2024-03-11,BEV-005,STR-028,East,59,76.11,False,,0.0
2024-03-18,BEV-005,STR-028,East,52,67.08,False,,0.0
2024-03-25,BEV-005,STR-028,East,58,74.82,False,,0.0
2024-04-01,BEV-005,STR-028,East,55,70.95,False,,0.0
2024-04-08,BEV-005,STR-028,East,59,76.11,False,,0.0
2024-04-15,BEV-005,STR-028,East,71,75.1,True,Price Cut,0.18
2024-04-22,BEV-005,STR-028,East,55,70.95,False,,0.0
2024-04-29,BEV-005,STR-028,East,57,73.53,False,,0.0
2024-05-06,BEV-005,STR-028,East,54,69.66,False,,0.0
2024-05-13,BEV-005,STR-028,East,57,73.53,False,,0.0
2024-05-20,BEV-005,STR-028,East,59,76.11,False,,0.0
2024-05-27,BEV-005,STR-028,East,54,69.66,False,,0.0
2024-06-03,BEV-005,STR-028,East,54,69.66,False,,0.0
2024-06-10,BEV-005,STR-028,East,52,67.08,False,,0.0
2024-01-01,BEV-005,STR-029,East,75,96.75,False,,0.0
2024-01-08,BEV-005,STR-029,East,77,99.33,False,,0.0
2024-01-15,BEV-005,STR-029,East,73,94.17,False,,0.0
2024-01-22,BEV-005,STR-029,East,86,110.94,False,,0.0
2024-01-29,BEV-005,STR-029,East,89,114.81,False,,0.0
2024-02-05,BEV-005,STR-029,East,90,116.1,False,,0.0
2024-02-12,BEV-005,STR-029,East,69,89.01,False,,0.0
2024-02-19,BEV-005,STR-029,East,74,95.46,False,,0.0
2024-02-26,BEV-005,STR-029,East,81,104.49,False,,0.0
2024-03-04,BEV-005,STR-029,East,81,104.49,False,,0.0
2024-03-11,BEV-005,STR-029,East,74,95.46,False,,0.0
2024-03-18,BEV-005,STR-029,East,74,95.46,False,,0.0
2024-03-25,BEV-005,STR-029,East,80,103.2,False,,0.0
2024-04-01,BEV-005,STR-029,East,75,96.75,False,,0.0
2024-04-08,BEV-005,STR-029,East,96,123.84,False,,0.0
2024-04-15,BEV-005,STR-029,East,75,96.75,False,,0.0
2024-04-22,BEV-005,STR-029,East,205,134.87,True,BOGO,0.49
2024-04-29,BEV-005,STR-029,East,172,113.16,True,BOGO,0.49
2024-05-06,BEV-005,STR-029,East,82,105.78,False,,0.0
2024-05-13,BEV-005,STR-029,East,102,131.58,False,,0.0
2024-05-20,BEV-005,STR-029,East,79,101.91,False,,0.0
2024-05-27,BEV-005,STR-029,East,81,104.49,False,,0.0
2024-06-03,BEV-005,STR-029,East,84,108.36,False,,0.0
2024-06-10,BEV-005,STR-029,East,99,127.71,False,,0.0
2024-01-01,BEV-005,STR-030,East,39,50.31,False,,0.0
2024-01-08,BEV-005,STR-030,East,43,55.47,False,,0.0
2024-01-15,BEV-005,STR-030,East,43,55.47,False,,0.0
2024-01-22,BEV-005,STR-030,East,50,64.5,False,,0.0
2024-01-29,BEV-005,STR-030,East,51,65.79,False,,0.0
2024-02-05,BEV-005,STR-030,East,42,54.18,False,,0.0
2024-02-12,BEV-005,STR-030,East,55,70.95,False,,0.0
2024-02-19,BEV-005,STR-030,East,50,64.5,False,,0.0
2024-02-26,BEV-005,STR-030,East,52,67.08,False,,0.0
2024-03-04,BEV-005,STR-030,East,55,70.95,False,,0.0
2024-03-11,BEV-005,STR-030,East,52,67.08,False,,0.0
2024-03-18,BEV-005,STR-030,East,53,68.37,False,,0.0
2024-03-25,BEV-005,STR-030,East,48,61.92,False,,0.0
2024-04-01,BEV-005,STR-030,East,59,76.11,False,,0.0
2024-04-08,BEV-005,STR-030,East,58,74.82,False,,0.0
2024-04-15,BEV-005,STR-030,East,55,70.95,False,,0.0
2024-04-22,BEV-005,STR-030,East,98,64.47,True,BOGO,0.49
2024-04-29,BEV-005,STR-030,East,121,79.61,True,BOGO,0.49
2024-05-06,BEV-005,STR-030,East,56,72.24,False,,0.0
2024-05-13,BEV-005,STR-030,East,62,79.98,False,,0.0
2024-05-20,BEV-005,STR-030,East,51,65.79,False,,0.0
2024-05-27,BEV-005,STR-030,East,54,69.66,False,,0.0
2024-06-03,BEV-005,STR-030,East,56,72.24,False,,0.0
2024-06-10,BEV-005,STR-030,East,59,76.11,False,,0.0
2024-01-01,BEV-005,STR-031,West,46,59.34,False,,0.0
2024-01-08,BEV-005,STR-031,West,43,55.47,False,,0.0
2024-01-15,BEV-005,STR-031,West,47,60.63,False,,0.0
2024-01-22,BEV-005,STR-031,West,51,65.79,False,,0.0
2024-01-29,BEV-005,STR-031,West,47,60.63,False,,0.0
2024-02-05,BEV-005,STR-031,West,53,68.37,False,,0.0
2024-02-12,BEV-005,STR-031,West,52,67.08,False,,0.0
2024-02-19,BEV-005,STR-031,West,52,67.08,False,,0.0
2024-02-26,BEV-005,STR-031,West,43,55.47,False,,0.0
2024-03-04,BEV-005,STR-031,West,53,68.37,False,,0.0
2024-03-11,BEV-005,STR-031,West,47,60.63,False,,0.0
2024-03-18,BEV-005,STR-031,West,49,63.21,False,,0.0
2024-03-25,BEV-005,STR-031,West,56,72.24,False,,0.0
2024-04-01,BEV-005,STR-031,West,57,73.53,False,,0.0
2024-04-08,BEV-005,STR-031,West,46,59.34,False,,0.0
2024-04-15,BEV-005,STR-031,West,62,65.58,True,Price Cut,0.18
2024-04-22,BEV-005,STR-031,West,50,64.5,False,,0.0
2024-04-29,BEV-005,STR-031,West,47,60.63,False,,0.0
2024-05-06,BEV-005,STR-031,West,47,60.63,False,,0.0
2024-05-13,BEV-005,STR-031,West,56,72.24,False,,0.0
2024-05-20,BEV-005,STR-031,West,50,64.5,False,,0.0
2024-05-27,BEV-005,STR-031,West,58,74.82,False,,0.0
2024-06-03,BEV-005,STR-031,West,47,60.63,False,,0.0
2024-06-10,BEV-005,STR-031,West,61,78.69,False,,0.0
2024-01-01,BEV-005,STR-032,West,45,58.05,False,,0.0
2024-01-08,BEV-005,STR-032,West,38,49.02,False,,0.0
2024-01-15,BEV-005,STR-032,West,42,54.18,False,,0.0
2024-01-22,BEV-005,STR-032,West,40,51.6,False,,0.0
2024-01-29,BEV-005,STR-032,West,52,67.08,False,,0.0
2024-02-05,BEV-005,STR-032,West,47,60.63,False,,0.0
2024-02-12,BEV-005,STR-032,West,40,51.6,False,,0.0
2024-02-19,BEV-005,STR-032,West,44,56.76,False,,0.0
2024-02-26,BEV-005,STR-032,West,55,70.95,False,,0.0
2024-03-04,BEV-005,STR-032,West,43,55.47,False,,0.0
2024-03-11,BEV-005,STR-032,West,43,55.47,False,,0.0
2024-03-18,BEV-005,STR-032,West,56,72.24,False,,0.0
2024-03-25,BEV-005,STR-032,West,55,70.95,False,,0.0
2024-04-01,BEV-005,STR-032,West,54,69.66,False,,0.0
2024-04-08,BEV-005,STR-032,West,47,60.63,False,,0.0
2024-04-15,BEV-005,STR-032,West,69,72.99,True,Price Cut,0.18
2024-04-22,BEV-005,STR-032,West,47,60.63,False,,0.0
2024-04-29,BEV-005,STR-032,West,57,73.53,False,,0.0
2024-05-06,BEV-005,STR-032,West,50,64.5,False,,0.0
2024-05-13,BEV-005,STR-032,West,48,61.92,False,,0.0
2024-05-20,BEV-005,STR-032,West,48,61.92,False,,0.0
2024-05-27,BEV-005,STR-032,West,60,77.4,False,,0.0
2024-06-03,BEV-005,STR-032,West,49,63.21,False,,0.0
2024-06-10,BEV-005,STR-032,West,56,72.24,False,,0.0
2024-01-01,BEV-005,STR-033,West,17,21.93,False,,0.0
2024-01-08,BEV-005,STR-033,West,15,19.35,False,,0.0
2024-01-15,BEV-005,STR-033,West,15,19.35,False,,0.0
2024-01-22,BEV-005,STR-033,West,18,23.22,False,,0.0
2024-01-29,BEV-005,STR-033,West,20,25.8,False,,0.0
2024-02-05,BEV-005,STR-033,West,17,21.93,False,,0.0
2024-02-12,BEV-005,STR-033,West,17,21.93,False,,0.0
2024-02-19,BEV-005,STR-033,West,21,27.09,False,,0.0
2024-02-26,BEV-005,STR-033,West,17,21.93,False,,0.0
2024-03-04,BEV-005,STR-033,West,21,27.09,False,,0.0
2024-03-11,BEV-005,STR-033,West,18,23.22,False,,0.0
2024-03-18,BEV-005,STR-033,West,21,27.09,False,,0.0
2024-03-25,BEV-005,STR-033,West,21,27.09,False,,0.0
2024-04-01,BEV-005,STR-033,West,18,23.22,False,,0.0
2024-04-08,BEV-005,STR-033,West,22,28.38,False,,0.0
2024-04-15,BEV-005,STR-033,West,18,23.22,False,,0.0
2024-04-22,BEV-005,STR-033,West,45,29.61,True,BOGO,0.49
2024-04-29,BEV-005,STR-033,West,50,32.9,True,BOGO,0.49
2024-05-06,BEV-005,STR-033,West,21,27.09,False,,0.0
2024-05-13,BEV-005,STR-033,West,23,29.67,False,,0.0
2024-05-20,BEV-005,STR-033,West,19,24.51,False,,0.0
2024-05-27,BEV-005,STR-033,West,22,28.38,False,,0.0
2024-06-03,BEV-005,STR-033,West,21,27.09,False,,0.0
2024-06-10,BEV-005,STR-033,West,22,28.38,False,,0.0
2024-01-01,BEV-005,STR-034,West,15,19.35,False,,0.0
2024-01-08,BEV-005,STR-034,West,17,21.93,False,,0.0
2024-01-15,BEV-005,STR-034,West,20,25.8,False,,0.0
2024-01-22,BEV-005,STR-034,West,20,25.8,False,,0.0
2024-01-29,BEV-005,STR-034,West,16,20.64,False,,0.0
2024-02-05,BEV-005,STR-034,West,20,25.8,False,,0.0
2024-02-12,BEV-005,STR-034,West,20,25.8,False,,0.0
2024-02-19,BEV-005,STR-034,West,17,21.93,False,,0.0
2024-02-26,BEV-005,STR-034,West,22,28.38,False,,0.0
2024-03-04,BEV-005,STR-034,West,20,25.8,False,,0.0
2024-03-11,BEV-005,STR-034,West,19,24.51,False,,0.0
2024-03-18,BEV-005,STR-034,West,20,25.8,False,,0.0
2024-03-25,BEV-005,STR-034,West,19,24.51,False,,0.0
2024-04-01,BEV-005,STR-034,West,21,27.09,False,,0.0
2024-04-08,BEV-005,STR-034,West,22,28.38,False,,0.0
2024-04-15,BEV-005,STR-034,West,28,29.62,True,Price Cut,0.18
2024-04-22,BEV-005,STR-034,West,30,19.74,True,BOGO,0.49
2024-04-29,BEV-005,STR-034,West,35,23.03,True,BOGO,0.49
2024-05-06,BEV-005,STR-034,West,23,29.67,False,,0.0
2024-05-13,BEV-005,STR-034,West,23,29.67,False,,0.0
2024-05-20,BEV-005,STR-034,West,20,25.8,False,,0.0
2024-05-27,BEV-005,STR-034,West,24,30.96,False,,0.0
2024-06-03,BEV-005,STR-034,West,23,29.67,False,,0.0
2024-06-10,BEV-005,STR-034,West,20,25.8,False,,0.0
2024-01-01,BEV-005,STR-035,West,55,70.95,False,,0.0
2024-01-08,BEV-005,STR-035,West,44,56.76,False,,0.0
2024-01-15,BEV-005,STR-035,West,59,76.11,False,,0.0
2024-01-22,BEV-005,STR-035,West,50,64.5,False,,0.0
2024-01-29,BEV-005,STR-035,West,56,72.24,False,,0.0
2024-02-05,BEV-005,STR-035,West,61,78.69,False,,0.0
2024-02-12,BEV-005,STR-035,West,52,67.08,False,,0.0
2024-02-19,BEV-005,STR-035,West,60,77.4,False,,0.0
2024-02-26,BEV-005,STR-035,West,54,69.66,False,,0.0
2024-03-04,BEV-005,STR-035,West,68,87.72,False,,0.0
2024-03-11,BEV-005,STR-035,West,59,76.11,False,,0.0
2024-03-18,BEV-005,STR-035,West,57,73.53,False,,0.0
2024-03-25,BEV-005,STR-035,West,58,74.82,False,,0.0
2024-04-01,BEV-005,STR-035,West,62,79.98,False,,0.0
2024-04-08,BEV-005,STR-035,West,73,94.17,False,,0.0
2024-04-15,BEV-005,STR-035,West,109,115.3,True,Price Cut,0.18
2024-04-22,BEV-005,STR-035,West,119,78.29,True,BOGO,0.49
2024-04-29,BEV-005,STR-035,West,107,70.4,True,BOGO,0.49
2024-05-06,BEV-005,STR-035,West,73,94.17,False,,0.0
2024-05-13,BEV-005,STR-035,West,64,82.56,False,,0.0
2024-05-20,BEV-005,STR-035,West,69,89.01,False,,0.0
2024-05-27,BEV-005,STR-035,West,59,76.11,False,,0.0
2024-06-03,BEV-005,STR-035,West,62,79.98,False,,0.0
2024-06-10,BEV-005,STR-035,West,69,89.01,False,,0.0
2024-01-01,BEV-005,STR-036,West,14,18.06,False,,0.0
2024-01-08,BEV-005,STR-036,West,16,20.64,False,,0.0
2024-01-15,BEV-005,STR-036,West,17,21.93,False,,0.0
2024-01-22,BEV-005,STR-036,West,16,20.64,False,,0.0
2024-01-29,BEV-005,STR-036,West,17,21.93,False,,0.0
2024-02-05,BEV-005,STR-036,West,16,20.64,False,,0.0
2024-02-12,BEV-005,STR-036,West,21,27.09,False,,0.0
2024-02-19,BEV-005,STR-036,West,20,25.8,False,,0.0
2024-02-26,BEV-005,STR-036,West,19,24.51,False,,0.0
2024-03-04,BEV-005,STR-036,West,19,24.51,False,,0.0
2024-03-11,BEV-005,STR-036,West,21,27.09,False,,0.0
2024-03-18,BEV-005,STR-036,West,20,25.8,False,,0.0
2024-03-25,BEV-005,STR-036,West,20,25.8,False,,0.0
2024-04-01,BEV-005,STR-036,West,20,25.8,False,,0.0
2024-04-08,BEV-005,STR-036,West,21,27.09,False,,0.0
2024-04-15,BEV-005,STR-036,West,27,28.56,True,Price Cut,0.18
2024-04-22,BEV-005,STR-036,West,20,25.8,False,,0.0
2024-04-29,BEV-005,STR-036,West,21,27.09,False,,0.0
2024-05-06,BEV-005,STR-036,West,23,29.67,False,,0.0
2024-05-13,BEV-005,STR-036,West,23,29.67,False,,0.0
2024-05-20,BEV-005,STR-036,West,23,29.67,False,,0.0
2024-05-27,BEV-005,STR-036,West,20,25.8,False,,0.0
2024-06-03,BEV-005,STR-036,West,19,24.51,False,,0.0
2024-06-10,BEV-005,STR-036,West,20,25.8,False,,0.0
2024-01-01,BEV-005,STR-037,West,38,49.02,False,,0.0
2024-01-08,BEV-005,STR-037,West,44,56.76,False,,0.0
2024-01-15,BEV-005,STR-037,West,38,49.02,False,,0.0
2024-01-22,BEV-005,STR-037,West,40,51.6,False,,0.0
2024-01-29,BEV-005,STR-037,West,52,67.08,False,,0.0
2024-02-05,BEV-005,STR-037,West,48,61.92,False,,0.0
2024-02-12,BEV-005,STR-037,West,52,67.08,False,,0.0
2024-02-19,BEV-005,STR-037,West,47,60.63,False,,0.0
2024-02-26,BEV-005,STR-037,West,53,68.37,False,,0.0
2024-03-04,BEV-005,STR-037,West,51,65.79,False,,0.0
2024-03-11,BEV-005,STR-037,West,53,68.37,False,,0.0
2024-03-18,BEV-005,STR-037,West,43,55.47,False,,0.0
2024-03-25,BEV-005,STR-037,West,50,64.5,False,,0.0
2024-04-01,BEV-005,STR-037,West,53,68.37,False,,0.0
2024-04-08,BEV-005,STR-037,West,46,59.34,False,,0.0
2024-04-15,BEV-005,STR-037,West,59,76.11,False,,0.0
2024-04-22,BEV-005,STR-037,West,48,61.92,False,,0.0
2024-04-29,BEV-005,STR-037,West,60,77.4,False,,0.0
2024-05-06,BEV-005,STR-037,West,56,72.24,False,,0.0
2024-05-13,BEV-005,STR-037,West,52,67.08,False,,0.0
2024-05-20,BEV-005,STR-037,West,54,69.66,False,,0.0
2024-05-27,BEV-005,STR-037,West,48,61.92,False,,0.0
2024-06-03,BEV-005,STR-037,West,52,67.08,False,,0.0
2024-06-10,BEV-005,STR-037,West,62,79.98,False,,0.0
2024-01-01,BEV-005,STR-038,West,15,19.35,False,,0.0
2024-01-08,BEV-005,STR-038,West,18,23.22,False,,0.0
2024-01-15,BEV-005,STR-038,West,18,23.22,False,,0.0
2024-01-22,BEV-005,STR-038,West,20,25.8,False,,0.0
2024-01-29,BEV-005,STR-038,West,19,24.51,False,,0.0
2024-02-05,BEV-005,STR-038,West,17,21.93,False,,0.0
2024-02-12,BEV-005,STR-038,West,19,24.51,False,,0.0
2024-02-19,BEV-005,STR-038,West,21,27.09,False,,0.0
2024-02-26,BEV-005,STR-038,West,17,21.93,False,,0.0
2024-03-04,BEV-005,STR-038,West,18,23.22,False,,0.0
2024-03-11,BEV-005,STR-038,West,19,24.51,False,,0.0
2024-03-18,BEV-005,STR-038,West,23,29.67,False,,0.0
2024-03-25,BEV-005,STR-038,West,23,29.67,False,,0.0
2024-04-01,BEV-005,STR-038,West,23,29.67,False,,0.0
2024-04-08,BEV-005,STR-038,West,23,29.67,False,,0.0
2024-04-15,BEV-005,STR-038,West,21,27.09,False,,0.0
2024-04-22,BEV-005,STR-038,West,37,24.34,True,BOGO,0.49
2024-04-29,BEV-005,STR-038,West,52,34.21,True,BOGO,0.49
2024-05-06,BEV-005,STR-038,West,22,28.38,False,,0.0
2024-05-13,BEV-005,STR-038,West,22,28.38,False,,0.0
2024-05-20,BEV-005,STR-038,West,21,27.09,False,,0.0
2024-05-27,BEV-005,STR-038,West,19,24.51,False,,0.0
2024-06-03,BEV-005,STR-038,West,25,32.25,False,,0.0
2024-06-10,BEV-005,STR-038,West,21,27.09,False,,0.0
2024-01-01,BEV-005,STR-039,West,16,20.64,False,,0.0
2024-01-08,BEV-005,STR-039,West,14,18.06,False,,0.0
2024-01-15,BEV-005,STR-039,West,18,23.22,False,,0.0
2024-01-22,BEV-005,STR-039,West,17,21.93,False,,0.0
2024-01-29,BEV-005,STR-039,West,19,24.51,False,,0.0
2024-02-05,BEV-005,STR-039,West,16,20.64,False,,0.0
2024-02-12,BEV-005,STR-039,West,20,25.8,False,,0.0
2024-02-19,BEV-005,STR-039,West,19,24.51,False,,0.0
2024-02-26,BEV-005,STR-039,West,19,24.51,False,,0.0
2024-03-04,BEV-005,STR-039,West,19,24.51,False,,0.0
2024-03-11,BEV-005,STR-039,West,19,24.51,False,,0.0
2024-03-18,BEV-005,STR-039,West,19,24.51,False,,0.0
2024-03-25,BEV-005,STR-039,West,22,28.38,False,,0.0
2024-04-01,BEV-005,STR-039,West,22,28.38,False,,0.0
2024-04-08,BEV-005,STR-039,West,20,25.8,False,,0.0
2024-04-15,BEV-005,STR-039,West,23,29.67,False,,0.0
2024-04-22,BEV-005,STR-039,West,35,23.03,True,BOGO,0.49
2024-04-29,BEV-005,STR-039,West,38,25.0,True,BOGO,0.49
2024-05-06,BEV-005,STR-039,West,21,27.09,False,,0.0
2024-05-13,BEV-005,STR-039,West,21,27.09,False,,0.0
2024-05-20,BEV-005,STR-039,West,23,29.67,False,,0.0
2024-05-27,BEV-005,STR-039,West,22,28.38,False,,0.0
2024-06-03,BEV-005,STR-039,West,25,32.25,False,,0.0
2024-06-10,BEV-005,STR-039,West,19,24.51,False,,0.0
2024-01-01,BEV-005,STR-040,West,64,82.56,False,,0.0
2024-01-08,BEV-005,STR-040,West,75,96.75,False,,0.0
2024-01-15,BEV-005,STR-040,West,64,82.56,False,,0.0
2024-01-22,BEV-005,STR-040,West,79,101.91,False,,0.0
2024-01-29,BEV-005,STR-040,West,70,90.3,False,,0.0
2024-02-05,BEV-005,STR-040,West,63,81.27,False,,0.0
2024-02-12,BEV-005,STR-040,West,69,89.01,False,,0.0
2024-02-19,BEV-005,STR-040,West,71,91.59,False,,0.0
2024-02-26,BEV-005,STR-040,West,67,86.43,False,,0.0
2024-03-04,BEV-005,STR-040,West,81,104.49,False,,0.0
2024-03-11,BEV-005,STR-040,West,89,114.81,False,,0.0
2024-03-18,BEV-005,STR-040,West,86,110.94,False,,0.0
2024-03-25,BEV-005,STR-040,West,73,94.17,False,,0.0
2024-04-01,BEV-005,STR-040,West,72,92.88,False,,0.0
2024-04-08,BEV-005,STR-040,West,87,112.23,False,,0.0
2024-04-15,BEV-005,STR-040,West,108,114.24,True,Price Cut,0.18
2024-04-22,BEV-005,STR-040,West,172,113.16,True,BOGO,0.49
2024-04-29,BEV-005,STR-040,West,195,128.29,True,BOGO,0.49
2024-05-06,BEV-005,STR-040,West,77,99.33,False,,0.0
2024-05-13,BEV-005,STR-040,West,79,101.91,False,,0.0
2024-05-20,BEV-005,STR-040,West,90,116.1,False,,0.0
2024-05-27,BEV-005,STR-040,West,90,116.1,False,,0.0
2024-06-03,BEV-005,STR-040,West,96,123.84,False,,0.0
2024-06-10,BEV-005,STR-040,West,90,116.1,False,,0.0
2024-01-01,BEV-006,STR-001,North,28,22.12,False,,0.0
2024-01-08,BEV-006,STR-001,North,31,24.49,False,,0.0
2024-01-15,BEV-006,STR-001,North,26,20.54,False,,0.0
2024-01-22,BEV-006,STR-001,North,28,22.12,False,,0.0
2024-01-29,BEV-006,STR-001,North,50,32.39,True,Bundle,0.18
2024-02-05,BEV-006,STR-001,North,59,38.22,True,Bundle,0.18
2024-02-12,BEV-006,STR-001,North,34,26.86,False,,0.0
2024-02-19,BEV-006,STR-001,North,38,30.02,False,,0.0
2024-02-26,BEV-006,STR-001,North,37,29.23,False,,0.0
2024-03-04,BEV-006,STR-001,North,31,24.49,False,,0.0
2024-03-11,BEV-006,STR-001,North,40,31.6,False,,0.0
2024-03-18,BEV-006,STR-001,North,41,32.39,False,,0.0
2024-03-25,BEV-006,STR-001,North,38,30.02,False,,0.0
2024-04-01,BEV-006,STR-001,North,38,30.02,False,,0.0
2024-04-08,BEV-006,STR-001,North,40,31.6,False,,0.0
2024-04-15,BEV-006,STR-001,North,35,27.65,False,,0.0
2024-04-22,BEV-006,STR-001,North,34,26.86,False,,0.0
2024-04-29,BEV-006,STR-001,North,39,30.81,False,,0.0
2024-05-06,BEV-006,STR-001,North,36,28.44,False,,0.0
2024-05-13,BEV-006,STR-001,North,38,30.02,False,,0.0
2024-05-20,BEV-006,STR-001,North,38,30.02,False,,0.0
2024-05-27,BEV-006,STR-001,North,43,33.97,False,,0.0
2024-06-03,BEV-006,STR-001,North,46,36.34,False,,0.0
2024-06-10,BEV-006,STR-001,North,42,33.18,False,,0.0
2024-01-01,BEV-006,STR-002,North,66,52.14,False,,0.0
2024-01-08,BEV-006,STR-002,North,67,52.93,False,,0.0
2024-01-15,BEV-006,STR-002,North,73,57.67,False,,0.0
2024-01-22,BEV-006,STR-002,North,87,68.73,False,,0.0
2024-01-29,BEV-006,STR-002,North,126,81.62,True,Bundle,0.18
2024-02-05,BEV-006,STR-002,North,120,77.74,True,Bundle,0.18
2024-02-12,BEV-006,STR-002,North,89,70.31,False,,0.0
2024-02-19,BEV-006,STR-002,North,96,75.84,False,,0.0
2024-02-26,BEV-006,STR-002,North,91,71.89,False,,0.0
2024-03-04,BEV-006,STR-002,North,94,74.26,False,,0.0
2024-03-11,BEV-006,STR-002,North,97,76.63,False,,0.0
2024-03-18,BEV-006,STR-002,North,101,79.79,False,,0.0
2024-03-25,BEV-006,STR-002,North,90,71.1,False,,0.0
2024-04-01,BEV-006,STR-002,North,89,70.31,False,,0.0
2024-04-08,BEV-006,STR-002,North,95,75.05,False,,0.0
2024-04-15,BEV-006,STR-002,North,90,71.1,False,,0.0
2024-04-22,BEV-006,STR-002,North,84,66.36,False,,0.0
2024-04-29,BEV-006,STR-002,North,105,82.95,False,,0.0
2024-05-06,BEV-006,STR-002,North,106,83.74,False,,0.0
2024-05-13,BEV-006,STR-002,North,113,89.27,False,,0.0
2024-05-20,BEV-006,STR-002,North,88,69.52,False,,0.0
2024-05-27,BEV-006,STR-002,North,90,71.1,False,,0.0
2024-06-03,BEV-006,STR-002,North,108,85.32,False,,0.0
2024-06-10,BEV-006,STR-002,North,99,78.21,False,,0.0
2024-01-01,BEV-006,STR-003,North,27,21.33,False,,0.0
2024-01-08,BEV-006,STR-003,North,23,18.17,False,,0.0
2024-01-15,BEV-006,STR-003,North,26,20.54,False,,0.0
2024-01-22,BEV-006,STR-003,North,35,27.65,False,,0.0
2024-01-29,BEV-006,STR-003,North,47,30.45,True,Bundle,0.18
2024-02-05,BEV-006,STR-003,North,56,36.28,True,Bundle,0.18
2024-02-12,BEV-006,STR-003,North,47,35.27,True,Display Feature,0.05
2024-02-19,BEV-006,STR-003,North,41,30.77,True,Display Feature,0.05
2024-02-26,BEV-006,STR-003,North,44,33.02,True,Display Feature,0.05
2024-03-04,BEV-006,STR-003,North,38,30.02,False,,0.0
2024-03-11,BEV-006,STR-003,North,40,31.6,False,,0.0
2024-03-18,BEV-006,STR-003,North,35,27.65,False,,0.0
2024-03-25,BEV-006,STR-003,North,37,29.23,False,,0.0
2024-04-01,BEV-006,STR-003,North,32,25.28,False,,0.0
2024-04-08,BEV-006,STR-003,North,38,30.02,False,,0.0
2024-04-15,BEV-006,STR-003,North,41,32.39,False,,0.0
2024-04-22,BEV-006,STR-003,North,37,29.23,False,,0.0
2024-04-29,BEV-006,STR-003,North,42,33.18,False,,0.0
2024-05-06,BEV-006,STR-003,North,39,30.81,False,,0.0
2024-05-13,BEV-006,STR-003,North,46,36.34,False,,0.0
2024-05-20,BEV-006,STR-003,North,40,31.6,False,,0.0
2024-05-27,BEV-006,STR-003,North,42,33.18,False,,0.0
2024-06-03,BEV-006,STR-003,North,47,37.13,False,,0.0
2024-06-10,BEV-006,STR-003,North,40,31.6,False,,0.0
