week_start_date,product_id,store_id,opening_stock,units_received,units_sold,closing_stock,stockout_flag
2024-03-25,BEV-003,STR-029,94,152,80,166,False
2024-04-01,BEV-003,STR-029,166,0,96,70,False
2024-04-08,BEV-003,STR-029,70,176,96,150,False
2024-04-15,BEV-003,STR-029,150,0,90,60,False
2024-04-22,BEV-003,STR-029,60,186,92,154,False
2024-04-29,BEV-003,STR-029,154,0,153,1,False
2024-05-06,BEV-003,STR-029,1,245,139,107,False
2024-05-13,BEV-003,STR-029,107,0,107,0,True
2024-05-20,BEV-003,STR-029,0,246,94,152,False
2024-05-27,BEV-003,STR-029,152,0,85,67,False
2024-06-03,BEV-003,STR-029,67,179,94,152,False
2024-06-10,BEV-003,STR-029,152,0,95,57,False
2024-01-01,BEV-003,STR-030,153,0,45,108,False
2024-01-08,BEV-003,STR-030,108,0,39,69,False
2024-01-15,BEV-003,STR-030,69,0,48,21,False
2024-01-22,BEV-003,STR-030,21,132,52,101,False
2024-01-29,BEV-003,STR-030,101,0,70,31,False
2024-02-05,BEV-003,STR-030,31,122,69,84,False
2024-02-12,BEV-003,STR-030,84,0,50,34,False
2024-02-19,BEV-003,STR-030,34,119,47,106,False
2024-02-26,BEV-003,STR-030,106,0,49,57,False
2024-03-04,BEV-003,STR-030,57,96,56,97,False
2024-03-11,BEV-003,STR-030,97,0,51,46,False
2024-03-18,BEV-003,STR-030,46,107,48,105,False
2024-03-25,BEV-003,STR-030,105,0,52,53,False
2024-04-01,BEV-003,STR-030,53,100,50,103,False
2024-04-08,BEV-003,STR-030,103,0,52,51,False
2024-04-15,BEV-003,STR-030,51,102,58,95,False
2024-04-22,BEV-003,STR-030,95,0,50,45,False
2024-04-29,BEV-003,STR-030,45,108,95,58,False
2024-05-06,BEV-003,STR-030,58,95,95,58,False
2024-05-13,BEV-003,STR-030,58,95,77,76,False
2024-05-20,BEV-003,STR-030,76,0,49,27,False
2024-05-27,BEV-003,STR-030,27,126,58,95,False
2024-06-03,BEV-003,STR-030,95,0,61,34,False
2024-06-10,BEV-003,STR-030,34,119,64,89,False
2024-01-01,BEV-003,STR-031,145,0,37,108,False
2024-01-08,BEV-003,STR-031,108,0,39,69,False
2024-01-15,BEV-003,STR-031,69,0,39,30,False
2024-01-22,BEV-003,STR-031,30,115,48,97,False
2024-01-29,BEV-003,STR-031,97,0,57,40,False
2024-02-05,BEV-003,STR-031,40,105,64,81,False
2024-02-12,BEV-003,STR-031,81,0,52,29,False
2024-02-19,BEV-003,STR-031,29,116,53,92,False
2024-02-26,BEV-003,STR-031,92,0,47,45,False
2024-03-04,BEV-003,STR-031,45,100,46,99,False
2024-03-11,BEV-003,STR-031,99,0,56,43,False
2024-03-18,BEV-003,STR-031,43,102,44,101,False
2024-03-25,BEV-003,STR-031,101,0,47,54,False
2024-04-01,BEV-003,STR-031,54,91,56,89,False
2024-04-08,BEV-003,STR-031,89,0,48,41,False
2024-04-15,BEV-003,STR-031,41,104,58,87,False
2024-04-22,BEV-003,STR-031,87,0,51,36,False
2024-04-29,BEV-003,STR-031,36,109,83,62,False
2024-05-06,BEV-003,STR-031,62,0,62,0,True
2024-05-13,BEV-003,STR-031,0,145,84,61,False
2024-05-20,BEV-003,STR-031,61,0,50,11,False
2024-05-27,BEV-003,STR-031,11,85,53,43,False
2024-06-03,BEV-003,STR-031,43,64,60,47,False
2024-06-10,BEV-003,STR-031,47,98,59,86,False
2024-01-01,BEV-003,STR-032,145,0,42,103,False
2024-01-08,BEV-003,STR-032,103,0,37,66,False
2024-01-15,BEV-003,STR-032,66,0,38,28,False
2024-01-22,BEV-003,STR-032,28,117,47,98,False
2024-01-29,BEV-003,STR-032,98,0,52,46,False
2024-02-05,BEV-003,STR-032,46,99,59,86,False
2024-02-12,BEV-003,STR-032,86,0,48,38,False
2024-02-19,BEV-003,STR-032,38,107,45,100,False
2024-02-26,BEV-003,STR-032,100,0,41,59,False
2024-03-04,BEV-003,STR-032,59,0,46,13,False
2024-03-11,BEV-003,STR-032,13,132,50,95,False
2024-03-18,BEV-003,STR-032,95,0,50,45,False
2024-03-25,BEV-003,STR-032,45,100,46,99,False
2024-04-01,BEV-003,STR-032,99,0,48,51,False
2024-04-08,BEV-003,STR-032,51,94,49,96,False
2024-04-15,BEV-003,STR-032,96,0,58,38,False
2024-04-22,BEV-003,STR-032,38,107,60,85,False
2024-04-29,BEV-003,STR-032,85,0,48,37,False
2024-05-06,BEV-003,STR-032,37,108,49,96,False
2024-05-13,BEV-003,STR-032,96,0,55,41,False
2024-05-20,BEV-003,STR-032,41,104,47,98,False
2024-05-27,BEV-003,STR-032,98,0,60,38,False
2024-06-03,BEV-003,STR-032,38,107,51,94,False
2024-06-10,BEV-003,STR-032,94,0,60,34,False
2024-01-01,BEV-003,STR-033,58,0,18,40,False
2024-01-08,BEV-003,STR-033,40,0,14,26,False
2024-01-15,BEV-003,STR-033,26,0,17,9,False
2024-01-22,BEV-003,STR-033,9,49,19,39,False
2024-01-29,BEV-003,STR-033,39,0,20,19,False
2024-02-05,BEV-003,STR-033,19,39,19,39,False
2024-02-12,BEV-003,STR-033,39,0,18,21,False
2024-02-19,BEV-003,STR-033,21,37,17,41,False
2024-02-26,BEV-003,STR-033,41,0,18,23,False
2024-03-04,BEV-003,STR-033,23,0,21,2,False
2024-03-11,BEV-003,STR-033,2,56,22,36,False
2024-03-18,BEV-003,STR-033,36,0,17,19,False
2024-03-25,BEV-003,STR-033,19,39,18,40,False
2024-04-01,BEV-003,STR-033,40,0,17,23,False
2024-04-08,BEV-003,STR-033,23,0,18,5,False
2024-04-15,BEV-003,STR-033,5,33,20,18,False
2024-04-22,BEV-003,STR-033,18,40,19,39,False
2024-04-29,BEV-003,STR-033,39,0,34,5,False
2024-05-06,BEV-003,STR-033,5,53,31,27,False
2024-05-13,BEV-003,STR-033,27,0,27,0,True
2024-05-20,BEV-003,STR-033,0,58,20,38,False
2024-05-27,BEV-003,STR-033,38,0,24,14,False
2024-06-03,BEV-003,STR-033,14,44,21,37,False
2024-06-10,BEV-003,STR-033,37,0,23,14,False
2024-01-01,BEV-003,STR-034,58,0,15,43,False
2024-01-08,BEV-003,STR-034,43,0,14,29,False
2024-01-15,BEV-003,STR-034,29,0,20,9,False
2024-01-22,BEV-003,STR-034,9,49,16,42,False
2024-01-29,BEV-003,STR-034,42,0,25,17,False
2024-02-05,BEV-003,STR-034,17,41,26,32,False
2024-02-12,BEV-003,STR-034,32,0,18,14,False
2024-02-19,BEV-003,STR-034,14,44,22,36,False
2024-02-26,BEV-003,STR-034,36,0,18,18,False
2024-03-04,BEV-003,STR-034,18,40,17,41,False
2024-03-11,BEV-003,STR-034,41,0,21,20,False
2024-03-18,BEV-003,STR-034,20,38,19,39,False
2024-03-25,BEV-003,STR-034,39,0,19,20,False
2024-04-01,BEV-003,STR-034,20,38,22,36,False
2024-04-08,BEV-003,STR-034,36,0,20,16,False
2024-04-15,BEV-003,STR-034,16,42,20,38,False
2024-04-22,BEV-003,STR-034,38,0,22,16,False
2024-04-29,BEV-003,STR-034,16,24,24,16,False
2024-05-06,BEV-003,STR-034,16,42,22,36,False
2024-05-13,BEV-003,STR-034,36,0,21,15,False
2024-05-20,BEV-003,STR-034,15,43,20,38,False
2024-05-27,BEV-003,STR-034,38,0,20,18,False
2024-06-03,BEV-003,STR-034,18,40,23,35,False
2024-06-10,BEV-003,STR-034,35,0,21,14,False
2024-01-01,BEV-003,STR-035,184,0,45,139,False
2024-01-08,BEV-003,STR-035,139,0,53,86,False
2024-01-15,BEV-003,STR-035,86,0,51,35,False
2024-01-22,BEV-003,STR-035,35,149,54,130,False
2024-01-29,BEV-003,STR-035,130,0,67,63,False
2024-02-05,BEV-003,STR-035,63,121,69,115,False
2024-02-12,BEV-003,STR-035,115,0,56,59,False
2024-02-19,BEV-003,STR-035,59,125,61,123,False
2024-02-26,BEV-003,STR-035,123,0,63,60,False
2024-03-04,BEV-003,STR-035,60,124,63,121,False
2024-03-11,BEV-003,STR-035,121,0,57,64,False
2024-03-18,BEV-003,STR-035,64,120,69,115,False
2024-03-25,BEV-003,STR-035,115,0,64,51,False
2024-04-01,BEV-003,STR-035,51,133,61,123,False
2024-04-08,BEV-003,STR-035,123,0,64,59,False
2024-04-15,BEV-003,STR-035,59,125,72,112,False
2024-04-22,BEV-003,STR-035,112,0,69,43,False
2024-04-29,BEV-003,STR-035,43,141,69,115,False
2024-05-06,BEV-003,STR-035,115,0,58,57,False
2024-05-13,BEV-003,STR-035,57,127,78,106,False
2024-05-20,BEV-003,STR-035,106,0,73,33,False
2024-05-27,BEV-003,STR-035,33,151,76,108,False
2024-06-03,BEV-003,STR-035,108,0,63,45,False
2024-06-10,BEV-003,STR-035,45,139,71,113,False
2024-01-01,BEV-003,STR-036,58,0,14,44,False
2024-01-08,BEV-003,STR-036,44,0,18,26,False
2024-01-15,BEV-003,STR-036,26,0,18,8,False
2024-01-22,BEV-003,STR-036,8,50,19,39,False
2024-01-29,BEV-003,STR-036,39,0,18,21,False
2024-02-05,BEV-003,STR-036,21,37,17,41,False
2024-02-12,BEV-003,STR-036,41,0,21,20,False
2024-02-19,BEV-003,STR-036,20,38,16,42,False
2024-02-26,BEV-003,STR-036,42,0,18,24,False
2024-03-04,BEV-003,STR-036,24,0,17,7,False
2024-03-11,BEV-003,STR-036,7,36,17,26,False
2024-03-18,BEV-003,STR-036,26,0,18,8,False
2024-03-25,BEV-003,STR-036,8,50,19,39,False
2024-04-01,BEV-003,STR-036,39,0,23,16,False
2024-04-08,BEV-003,STR-036,16,42,23,35,False
2024-04-15,BEV-003,STR-036,35,0,24,11,False
2024-04-22,BEV-003,STR-036,11,47,23,35,False
2024-04-29,BEV-003,STR-036,35,0,35,0,False
2024-05-06,BEV-003,STR-036,0,58,32,26,False
2024-05-13,BEV-003,STR-036,26,0,26,0,True
2024-05-20,BEV-003,STR-036,0,58,22,36,False
2024-05-27,BEV-003,STR-036,36,0,24,12,False
2024-06-03,BEV-003,STR-036,12,46,23,35,False
2024-06-10,BEV-003,STR-036,35,0,22,13,False
2024-01-01,BEV-003,STR-037,145,0,40,105,False
2024-01-08,BEV-003,STR-037,105,0,37,68,False
2024-01-15,BEV-003,STR-037,68,0,51,17,False
2024-01-22,BEV-003,STR-037,17,128,49,96,False
2024-01-29,BEV-003,STR-037,96,0,58,38,False
2024-02-05,BEV-003,STR-037,38,107,54,91,False
2024-02-12,BEV-003,STR-037,91,0,43,48,False
2024-02-19,BEV-003,STR-037,48,97,45,100,False
2024-02-26,BEV-003,STR-037,100,0,48,52,False
2024-03-04,BEV-003,STR-037,52,93,41,104,False
2024-03-11,BEV-003,STR-037,104,0,53,51,False
2024-03-18,BEV-003,STR-037,51,94,55,90,False
2024-03-25,BEV-003,STR-037,90,0,48,42,False
2024-04-01,BEV-003,STR-037,42,103,48,97,False
2024-04-08,BEV-003,STR-037,97,0,55,42,False
2024-04-15,BEV-003,STR-037,42,103,50,95,False
2024-04-22,BEV-003,STR-037,95,0,52,43,False
2024-04-29,BEV-003,STR-037,43,102,59,86,False
2024-05-06,BEV-003,STR-037,86,0,53,33,False
2024-05-13,BEV-003,STR-037,33,112,58,87,False
2024-05-20,BEV-003,STR-037,87,0,49,38,False
2024-05-27,BEV-003,STR-037,38,107,52,93,False
2024-06-03,BEV-003,STR-037,93,0,60,33,False
2024-06-10,BEV-003,STR-037,33,66,58,41,False
2024-01-01,BEV-003,STR-038,58,0,15,43,False
2024-01-08,BEV-003,STR-038,43,0,17,26,False
2024-01-15,BEV-003,STR-038,26,0,16,10,False
2024-01-22,BEV-003,STR-038,10,48,15,43,False
2024-01-29,BEV-003,STR-038,43,0,20,23,False
2024-02-05,BEV-003,STR-038,23,0,17,6,False
2024-02-12,BEV-003,STR-038,6,52,19,39,False
2024-02-19,BEV-003,STR-038,39,0,19,20,False
2024-02-26,BEV-003,STR-038,20,38,17,41,False
2024-03-04,BEV-003,STR-038,41,0,21,20,False
2024-03-11,BEV-003,STR-038,20,38,22,36,False
2024-03-18,BEV-003,STR-038,36,0,21,15,False
2024-03-25,BEV-003,STR-038,15,43,22,36,False
2024-04-01,BEV-003,STR-038,36,0,20,16,False
2024-04-08,BEV-003,STR-038,16,42,23,35,False
2024-04-15,BEV-003,STR-038,35,0,19,16,False
2024-04-22,BEV-003,STR-038,16,42,20,38,False
2024-04-29,BEV-003,STR-038,38,0,29,9,False
2024-05-06,BEV-003,STR-038,9,49,34,24,False
2024-05-13,BEV-003,STR-038,24,0,24,0,True
2024-05-20,BEV-003,STR-038,0,58,20,38,False
2024-05-27,BEV-003,STR-038,38,0,22,16,False
2024-06-03,BEV-003,STR-038,16,42,22,36,False
2024-06-10,BEV-003,STR-038,36,0,22,14,False
2024-01-01,BEV-003,STR-039,58,0,14,44,False
2024-01-08,BEV-003,STR-039,44,0,18,26,False
2024-01-15,BEV-003,STR-039,26,0,16,10,False
2024-01-22,BEV-003,STR-039,10,36,18,28,False
2024-01-29,BEV-003,STR-039,28,0,22,6,False
2024-02-05,BEV-003,STR-039,6,52,25,33,False
2024-02-12,BEV-003,STR-039,33,0,17,16,False
2024-02-19,BEV-003,STR-039,16,42,20,38,False
2024-02-26,BEV-003,STR-039,38,0,18,20,False
2024-03-04,BEV-003,STR-039,20,38,17,41,False
2024-03-11,BEV-003,STR-039,41,0,20,21,False
2024-03-18,BEV-003,STR-039,21,37,18,40,False
2024-03-25,BEV-003,STR-039,40,0,20,20,False
2024-04-01,BEV-003,STR-039,20,38,18,40,False
2024-04-08,BEV-003,STR-039,40,0,22,18,False
2024-04-15,BEV-003,STR-039,18,40,18,40,False
2024-04-22,BEV-003,STR-039,40,0,19,21,False
2024-04-29,BEV-003,STR-039,21,21,18,24,False
2024-05-06,BEV-003,STR-039,24,0,21,3,False
2024-05-13,BEV-003,STR-039,3,55,20,38,False
2024-05-20,BEV-003,STR-039,38,0,21,17,False
2024-05-27,BEV-003,STR-039,17,41,24,34,False
2024-06-03,BEV-003,STR-039,34,0,24,10,False
2024-06-10,BEV-003,STR-039,10,48,20,38,False
2024-01-01,BEV-003,STR-040,232,0,55,177,False
2024-01-08,BEV-003,STR-040,177,0,62,115,False
2024-01-15,BEV-003,STR-040,115,0,63,52,False
2024-01-22,BEV-003,STR-040,52,180,78,154,False
2024-01-29,BEV-003,STR-040,154,0,93,61,False
2024-02-05,BEV-003,STR-040,61,130,107,84,False
2024-02-12,BEV-003,STR-040,84,148,71,161,False
2024-02-19,BEV-003,STR-040,161,0,66,95,False
2024-02-26,BEV-003,STR-040,95,0,87,8,False
2024-03-04,BEV-003,STR-040,8,224,76,156,False
2024-03-11,BEV-003,STR-040,156,0,77,79,False
2024-03-18,BEV-003,STR-040,79,153,87,145,False
2024-03-25,BEV-003,STR-040,145,0,79,66,False
2024-04-01,BEV-003,STR-040,66,166,78,154,False
2024-04-08,BEV-003,STR-040,154,0,91,63,False
2024-04-15,BEV-003,STR-040,63,169,86,146,False
2024-04-22,BEV-003,STR-040,146,0,85,61,False
2024-04-29,BEV-003,STR-040,61,171,86,146,False
2024-05-06,BEV-003,STR-040,146,0,78,68,False
2024-05-13,BEV-003,STR-040,68,164,95,137,False
2024-05-20,BEV-003,STR-040,137,0,76,61,False
2024-05-27,BEV-003,STR-040,61,171,97,135,False
2024-06-03,BEV-003,STR-040,135,0,101,34,False
2024-06-10,BEV-003,STR-040,34,142,93,83,False
2024-01-01,BEV-004,STR-001,85,0,23,62,False
2024-01-08,BEV-004,STR-001,62,0,21,41,False
2024-01-15,BEV-004,STR-001,41,0,25,16,False
2024-01-22,BEV-004,STR-001,16,69,28,57,False
2024-01-29,BEV-004,STR-001,57,0,24,33,False
2024-02-05,BEV-004,STR-001,33,52,28,57,False
2024-02-12,BEV-004,STR-001,57,0,29,28,False
2024-02-19,BEV-004,STR-001,28,37,26,39,False
2024-02-26,BEV-004,STR-001,39,0,29,10,False
2024-03-04,BEV-004,STR-001,10,75,25,60,False
2024-03-11,BEV-004,STR-001,60,0,30,30,False
2024-03-18,BEV-004,STR-001,30,55,42,43,False
2024-03-25,BEV-004,STR-001,43,0,43,0,True
2024-04-01,BEV-004,STR-001,0,85,32,53,False
2024-04-08,BEV-004,STR-001,53,0,26,27,False
2024-04-15,BEV-004,STR-001,27,58,26,59,False
2024-04-22,BEV-004,STR-001,59,0,33,26,False
2024-04-29,BEV-004,STR-001,26,59,28,57,False
2024-05-06,BEV-004,STR-001,57,0,30,27,False
2024-05-13,BEV-004,STR-001,27,58,31,54,False
2024-05-20,BEV-004,STR-001,54,0,28,26,False
2024-05-27,BEV-004,STR-001,26,59,30,55,False
2024-06-03,BEV-004,STR-001,55,0,37,18,False
2024-06-10,BEV-004,STR-001,18,67,46,39,False
2024-01-01,BEV-004,STR-002,213,0,67,146,False
2024-01-08,BEV-004,STR-002,146,0,57,89,False
2024-01-15,BEV-004,STR-002,89,0,69,20,False
2024-01-22,BEV-004,STR-002,20,193,64,149,False
2024-01-29,BEV-004,STR-002,149,0,72,77,False
2024-02-05,BEV-004,STR-002,77,136,60,153,False
2024-02-12,BEV-004,STR-002,153,0,59,94,False
2024-02-19,BEV-004,STR-002,94,0,68,26,False
2024-02-26,BEV-004,STR-002,26,187,64,149,False
2024-03-04,BEV-004,STR-002,149,0,70,79,False
2024-03-11,BEV-004,STR-002,79,134,67,146,False
2024-03-18,BEV-004,STR-002,146,0,65,81,False
2024-03-25,BEV-004,STR-002,81,132,72,141,False
2024-04-01,BEV-004,STR-002,141,0,84,57,False
2024-04-08,BEV-004,STR-002,57,156,69,144,False
2024-04-15,BEV-004,STR-002,144,0,77,67,False
2024-04-22,BEV-004,STR-002,67,146,66,147,False
2024-04-29,BEV-004,STR-002,147,0,76,71,False
2024-05-06,BEV-004,STR-002,71,142,73,140,False
2024-05-13,BEV-004,STR-002,140,0,81,59,False
2024-05-20,BEV-004,STR-002,59,154,69,144,False
2024-05-27,BEV-004,STR-002,144,0,91,53,False
2024-06-03,BEV-004,STR-002,53,160,76,137,False
2024-06-10,BEV-004,STR-002,137,0,113,24,False
2024-01-01,BEV-004,STR-003,85,0,21,64,False
2024-01-08,BEV-004,STR-003,64,0,24,40,False
2024-01-15,BEV-004,STR-003,40,0,22,18,False
2024-01-22,BEV-004,STR-003,18,67,24,61,False
2024-01-29,BEV-004,STR-003,61,0,24,37,False
2024-02-05,BEV-004,STR-003,37,0,24,13,False
2024-02-12,BEV-004,STR-003,13,72,28,57,False
2024-02-19,BEV-004,STR-003,57,0,25,32,False
2024-02-26,BEV-004,STR-003,32,53,27,58,False
2024-03-04,BEV-004,STR-003,58,0,26,32,False
2024-03-11,BEV-004,STR-003,32,53,32,53,False
2024-03-18,BEV-004,STR-003,53,0,41,12,False
2024-03-25,BEV-004,STR-003,12,60,43,29,False
2024-04-01,BEV-004,STR-003,29,56,26,59,False
2024-04-08,BEV-004,STR-003,59,0,26,33,False
2024-04-15,BEV-004,STR-003,33,52,31,54,False
2024-04-22,BEV-004,STR-003,54,0,33,21,False
2024-04-29,BEV-004,STR-003,21,64,31,54,False
2024-05-06,BEV-004,STR-003,54,0,28,26,False
2024-05-13,BEV-004,STR-003,26,59,29,56,False
2024-05-20,BEV-004,STR-003,56,0,33,23,False
2024-05-27,BEV-004,STR-003,23,62,30,55,False
2024-06-03,BEV-004,STR-003,55,0,34,21,False
2024-06-10,BEV-004,STR-003,21,49,33,37,False
2024-01-01,BEV-004,STR-004,213,0,54,159,False
2024-01-08,BEV-004,STR-004,159,0,53,106,False
2024-01-15,BEV-004,STR-004,106,0,66,40,False
2024-01-22,BEV-004,STR-004,40,173,71,142,False
2024-01-29,BEV-004,STR-004,142,0,65,77,False
2024-02-05,BEV-004,STR-004,77,136,76,137,False
2024-02-12,BEV-004,STR-004,137,0,64,73,False
2024-02-19,BEV-004,STR-004,73,140,78,135,False
2024-02-26,BEV-004,STR-004,135,0,81,54,False
2024-03-04,BEV-004,STR-004,54,159,66,147,False
2024-03-11,BEV-004,STR-004,147,0,79,68,False
2024-03-18,BEV-004,STR-004,68,145,114,99,False
2024-03-25,BEV-004,STR-004,99,0,99,0,True
2024-04-01,BEV-004,STR-004,0,213,65,148,False
2024-04-08,BEV-004,STR-004,148,0,83,65,False
2024-04-15,BEV-004,STR-004,65,148,70,143,False
2024-04-22,BEV-004,STR-004,143,0,79,64,False
2024-04-29,BEV-004,STR-004,64,149,76,137,False
2024-05-06,BEV-004,STR-004,137,0,83,54,False
2024-05-13,BEV-004,STR-004,54,116,70,100,False
2024-05-20,BEV-004,STR-004,100,0,79,21,False
2024-05-27,BEV-004,STR-004,21,192,85,128,False
2024-06-03,BEV-004,STR-004,128,0,70,58,False
2024-06-10,BEV-004,STR-004,58,155,134,79,False
2024-01-01,BEV-004,STR-005,213,0,57,156,False
2024-01-08,BEV-004,STR-005,156,0,63,93,False
2024-01-15,BEV-004,STR-005,93,0,70,23,False
2024-01-22,BEV-004,STR-005,23,190,65,148,False
2024-01-29,BEV-004,STR-005,148,0,69,79,False
2024-02-05,BEV-004,STR-005,79,134,62,151,False
2024-02-12,BEV-004,STR-005,151,0,78,73,False
2024-02-19,BEV-004,STR-005,73,140,75,138,False
2024-02-26,BEV-004,STR-005,138,0,81,57,False
2024-03-04,BEV-004,STR-005,57,156,78,135,False
2024-03-11,BEV-004,STR-005,135,0,66,69,False
2024-03-18,BEV-004,STR-005,69,144,77,136,False
2024-03-25,BEV-004,STR-005,136,0,83,53,False
2024-04-01,BEV-004,STR-005,53,160,83,130,False
2024-04-08,BEV-004,STR-005,130,0,70,60,False
2024-04-15,BEV-004,STR-005,60,153,75,138,False
2024-04-22,BEV-004,STR-005,138,0,72,66,False
2024-04-29,BEV-004,STR-005,66,147,84,129,False
2024-05-06,BEV-004,STR-005,129,0,86,43,False
2024-05-13,BEV-004,STR-005,43,170,83,130,False
2024-05-20,BEV-004,STR-005,130,0,72,58,False
2024-05-27,BEV-004,STR-005,58,155,82,131,False
2024-06-03,BEV-004,STR-005,131,0,74,57,False
2024-06-10,BEV-004,STR-005,57,156,105,108,False
2024-01-01,BEV-004,STR-006,342,0,101,241,False
2024-01-08,BEV-004,STR-006,241,0,88,153,False
2024-01-15,BEV-004,STR-006,153,0,116,37,False
2024-01-22,BEV-004,STR-006,37,305,117,225,False
2024-01-29,BEV-004,STR-006,225,0,101,124,False
2024-02-05,BEV-004,STR-006,124,218,105,237,False
2024-02-12,BEV-004,STR-006,237,0,94,143,False
2024-02-19,BEV-004,STR-006,143,0,109,34,False
2024-02-26,BEV-004,STR-006,34,308,96,246,False
2024-03-04,BEV-004,STR-006,246,0,126,120,False
2024-03-11,BEV-004,STR-006,120,222,98,244,False
2024-03-18,BEV-004,STR-006,244,0,170,74,False
2024-03-25,BEV-004,STR-006,74,268,135,207,False
2024-04-01,BEV-004,STR-006,207,0,126,81,False
2024-04-08,BEV-004,STR-006,81,261,120,222,False
2024-04-15,BEV-004,STR-006,222,0,112,110,False
2024-04-22,BEV-004,STR-006,110,232,140,202,False
2024-04-29,BEV-004,STR-006,202,0,119,83,False
2024-05-06,BEV-004,STR-006,83,259,139,203,False
2024-05-13,BEV-004,STR-006,203,0,112,91,False
2024-05-20,BEV-004,STR-006,91,251,109,233,False
2024-05-27,BEV-004,STR-006,233,0,137,96,False
2024-06-03,BEV-004,STR-006,96,246,137,205,False
2024-06-10,BEV-004,STR-006,205,0,205,0,True
2024-01-01,BEV-004,STR-007,85,0,24,61,False
2024-01-08,BEV-004,STR-007,61,0,22,39,False
2024-01-15,BEV-004,STR-007,39,0,25,14,False
2024-01-22,BEV-004,STR-007,14,71,28,57,False
2024-01-29,BEV-004,STR-007,57,0,27,30,False
2024-02-05,BEV-004,STR-007,30,55,28,57,False
2024-02-12,BEV-004,STR-007,57,0,28,29,False
2024-02-19,BEV-004,STR-007,29,56,30,55,False
2024-02-26,BEV-004,STR-007,55,0,29,26,False
2024-03-04,BEV-004,STR-007,26,59,32,53,False
2024-03-11,BEV-004,STR-007,53,0,28,25,False
2024-03-18,BEV-004,STR-007,25,60,43,42,False
2024-03-25,BEV-004,STR-007,42,0,42,0,True
2024-04-01,BEV-004,STR-007,0,85,34,51,False
2024-04-08,BEV-004,STR-007,51,0,32,19,False
2024-04-15,BEV-004,STR-007,19,66,30,55,False
2024-04-22,BEV-004,STR-007,55,0,33,22,False
2024-04-29,BEV-004,STR-007,22,63,27,58,False
2024-05-06,BEV-004,STR-007,58,0,32,26,False
2024-05-13,BEV-004,STR-007,26,59,29,56,False
2024-05-20,BEV-004,STR-007,56,0,54,2,False
2024-05-27,BEV-004,STR-007,2,83,43,42,False
2024-06-03,BEV-004,STR-007,42,0,31,11,False
2024-06-10,BEV-004,STR-007,11,74,55,30,False
2024-01-01,BEV-004,STR-008,342,0,98,244,False
2024-01-08,BEV-004,STR-008,244,0,86,158,False
2024-01-15,BEV-004,STR-008,158,0,120,38,False
2024-01-22,BEV-004,STR-008,38,304,93,249,False
2024-01-29,BEV-004,STR-008,249,0,106,143,False
2024-02-05,BEV-004,STR-008,143,0,93,50,False
2024-02-12,BEV-004,STR-008,50,292,107,235,False
2024-02-19,BEV-004,STR-008,235,0,126,109,False
2024-02-26,BEV-004,STR-008,109,233,124,218,False
2024-03-04,BEV-004,STR-008,218,0,123,95,False
2024-03-11,BEV-004,STR-008,95,247,106,236,False
2024-03-18,BEV-004,STR-008,236,0,161,75,False
2024-03-25,BEV-004,STR-008,75,267,176,166,False
2024-04-01,BEV-004,STR-008,166,0,112,54,False
2024-04-08,BEV-004,STR-008,54,288,138,204,False
2024-04-15,BEV-004,STR-008,204,0,110,94,False
2024-04-22,BEV-004,STR-008,94,248,105,237,False
2024-04-29,BEV-004,STR-008,237,0,109,128,False
2024-05-06,BEV-004,STR-008,128,138,138,128,False
2024-05-13,BEV-004,STR-008,128,214,144,198,False
2024-05-20,BEV-004,STR-008,198,0,198,0,True
2024-05-27,BEV-004,STR-008,0,342,162,180,False
2024-06-03,BEV-004,STR-008,180,0,121,59,False
2024-06-10,BEV-004,STR-008,59,283,114,228,False
2024-01-01,BEV-004,STR-009,213,0,60,153,False
2024-01-08,BEV-004,STR-009,153,0,57,96,False
2024-01-15,BEV-004,STR-009,96,0,66,30,False
2024-01-22,BEV-004,STR-009,30,183,59,154,False
2024-01-29,BEV-004,STR-009,154,0,72,82,False
2024-02-05,BEV-004,STR-009,82,131,70,143,False
2024-02-12,BEV-004,STR-009,143,0,61,82,False
2024-02-19,BEV-004,STR-009,82,131,77,136,False
2024-02-26,BEV-004,STR-009,136,0,81,55,False
2024-03-04,BEV-004,STR-009,55,158,61,152,False
2024-03-11,BEV-004,STR-009,152,0,80,72,False
2024-03-18,BEV-004,STR-009,72,141,68,145,False
2024-03-25,BEV-004,STR-009,145,0,83,62,False
2024-04-01,BEV-004,STR-009,62,151,83,130,False
2024-04-08,BEV-004,STR-009,130,0,69,61,False
2024-04-15,BEV-004,STR-009,61,152,73,140,False
2024-04-22,BEV-004,STR-009,140,0,72,68,False
2024-04-29,BEV-004,STR-009,68,145,80,133,False
2024-05-06,BEV-004,STR-009,133,0,74,59,False
2024-05-13,BEV-004,STR-009,59,154,89,124,False
2024-05-20,BEV-004,STR-009,124,0,81,43,False
2024-05-27,BEV-004,STR-009,43,170,82,131,False
2024-06-03,BEV-004,STR-009,131,0,93,38,False
2024-06-10,BEV-004,STR-009,38,115,137,16,False
2024-01-01,BEV-004,STR-010,270,0,77,193,False
2024-01-08,BEV-004,STR-010,193,0,75,118,False
2024-01-15,BEV-004,STR-010,118,0,87,31,False
2024-01-22,BEV-004,STR-010,31,239,89,181,False
2024-01-29,BEV-004,STR-010,181,0,97,84,False
2024-02-05,BEV-004,STR-010,84,113,96,101,False
